Job Name,Job Salary,Job Year,Job Area,Job Degree,Job label,Industry,Scale
产品经理（互联网方向）,9千-1.2万,2年,广州·增城区,大专,"['五险一金', '定期体检', '年终奖金', '专业培训', '包工作餐', '加班餐']",['机械/设备/重工'],['50-150人']
软件研发(Android系统工程师),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['计算机', 'android', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
嵌入式硬件研发助理-可接受实习生,4-5千·13薪,无需经验,成都·高新区,大专,"['stm32', '嵌入式', '硬件开发', '电子工程师', 'pcb', '五险一金', '补充医疗保险', '绩效奖金', '年终奖金', '专业培训']",['电子技术/半导体/集成电路'],['少于50人']
销售经理（杭州）,9千-1.5万·13薪,2年及以上,杭州·拱墅区,大专,"['销售', '营销', '市场开拓', 'rfid', '开拓市场', '软件销售', '五险一金', '提成奖金', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']",['计算机软件'],['50-150人']
生管专员,5.5-7千,1年及以上,深圳·宝安区,中技/中专,"['五险一金', '免费班车', '员工旅游', '交通补贴', '专业培训', '年终奖金', '定期体检', '节日福利', '生日福利']",['计算机软件'],['50-150人']
产品开发—数据产品方向,8千-1.5万·16薪,3年及以上,深圳,本科,"['产品规划', '数据产品', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
社区开发经理,6-8千,1年,南京·建邺区,大专,"['社区', '市场', '拓展', '五险一金', '周末双休', '带薪年假', '全勤奖', '住房补贴']",['广告'],['50-150人']
视觉算法应用工程师,1.2-2万,2年,南京·江宁区,本科,"['图像处理', 'opencv', '模式识别', '目标检测', '测试结果', '图像分割', '图像算法', 'torch', '图像分类', '多目标跟踪', '五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金']",['计算机硬件'],['50-150人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
售前方案,1-1.5万·16薪,3-4年,泉州,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
物业开发员,5千-1万,1-3年,南京·建邺区,大专,"['物业开发', '谈判', '理赔', '五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']",['广告'],['50-150人']
急招销售专员,5千-1万,2年,武汉·东湖新技术产业开发区,大专,"['五险一金', '弹性工作', '节日福利', '销售']",['通信/电信/网络设备'],['少于50人']
工业设备测试/调试主管,1.5-2.5万,3-4年,广州·增城区,大专,"['测试', '调试', '验收', '验证', '评估', '系统集成', '设备标定', '使用手册', '测试报告', '现场实施', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']",['机械/设备/重工'],['50-150人']
软件研发(安卓Framework/系统工程师),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
行政,4-6千,1年及以上,深圳,本科,[],['电子技术/半导体/集成电路'],['少于50人']
物业开发员,5千-1万,1-3年,南京·建邺区,大专,"['物业开发', '谈判', '理赔', '五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']",['广告'],['50-150人']
专利工程师,1-1.8万,2年,广州·增城区,大专,"['机械制造', '专利检索分析', '技术交底书', '知识产权', '专利撰写', '专利流程', '专利审查指南', '专利调查', '专利文献检索', '专利申请', '五险一金', '专业培训', '大小周工作制', '包工作餐', '加班餐']",['机械/设备/重工'],['50-150人']
售前方案-交通物流方向,8千-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['售前', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
生管专员,5.5-7千,1年及以上,深圳·宝安区,中技/中专,"['五险一金', '免费班车', '员工旅游', '交通补贴', '专业培训', '年终奖金', '定期体检', '节日福利', '生日福利']",['计算机软件'],['50-150人']
销售经理（智能制造）,8千-1.2万,3年及以上,成都·龙泉驿区,本科,"['五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']",['仪器仪表/工业自动化'],['500-1000人']
拔尖计划-车联网智能车联业务管理（MNO）平台架构研发,1.5-3万·16薪,5-7年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
急招销售专员,5千-1万,2年,武汉·东湖新技术产业开发区,大专,"['五险一金', '弹性工作', '节日福利', '销售']",['通信/电信/网络设备'],['少于50人']
物流解决方案经理,5千-1万,2年及以上,蚌埠,大专,"['五险一金', '专业培训', '绩效奖金', '定期体检', '周末双休', '节日福利', '绩效奖金', '弹性工作', '招投标', '解决方案', '第三方物流', '物流方案', '销售工具']",['交通/运输/物流'],['150-500人']
工业设备测试/调试主管,1.5-2.5万,3-4年,广州·增城区,大专,"['测试', '调试', '验收', '验证', '评估', '系统集成', '设备标定', '使用手册', '测试报告', '现场实施', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']",['机械/设备/重工'],['50-150人']
嵌入式开发工程师,1.2-1.5万,3年及以上,重庆·渝北区,本科,"['freertos', '嵌入式系统']",['通信/电信/网络设备'],['1000-5000人']
工业互联网销售经理,1.2-2万·13薪,5年及以上,广州·天河区,本科,"['五险一金', '年终奖金', '定期体检', '加班补贴']",['通信/电信/网络设备'],['150-500人']
集成实施经理,8千-1万·13薪,3年及以上,广州·黄埔区,大专,"['计算机', '项目管理', 'erp', '服装行业', '需求调研', '项目实施', '系统集成', '零售', 'pmp', 'RFID', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权', '定期体检', '周末双休']",['计算机软件'],['50-150人']
Java开发工程师,1-2万,5年及以上,上海·宝山区,大专,"['java', '软件', '开发', '技术', '前端', '计算机', 'Web', 'Spring', '技术支持', '框架', '五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金', '项目岗位金', '项目绩效金', '创新项目金']",['计算机软件'],['150-500人']
售前经理,8千-1.5万·16薪,2年及以上,南京·江北新区,本科,"['解决方案', '技术交流', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
PLC电气工程师,1-2万,3年及以上,广州·增城区,大专,"['PLC', '电气设计', '机械', '机电', '电气', '调试', '电气图纸', '电气原理', '西门子', '汇川', '五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
工业互联网销售总监,2-3万·13薪,5年及以上,广州·天河区,本科,"['新能源', '装备制造', '渠道建设管理', 'ka', '五险一金', '年终奖金', '定期体检', '加班补贴']",['通信/电信/网络设备'],['150-500人']
销售工程师,6千-1.2万,2年,深圳·南山区,大专,"['五险一金', '员工旅游', '定期体检', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '安防', '停车场', '门禁', '销售', '销售经理']",['计算机软件'],['50-150人']
硬件产品开发/硬件产品经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['硬件产品', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']",['通信/电信/网络设备'],['1000-5000人']
销售专员,1.1-1.5万,1年及以上,广州,中技/中专,"['提成奖金', '专业培训', '年终奖金']",['快速消费品(食品、饮料、化妆品)'],['少于50人']
物流经理（深圳）,8千-1.5万,2年,深圳·龙岗区,本科,"['五险一金', '年终奖金', '生日福利', '节日福利', '询价', '报价', '国际物流', '运输']",['贸易/进出口'],['50-150人']
硬件产品开发/硬件产品经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['硬件产品', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']",['通信/电信/网络设备'],['1000-5000人']
嵌入式软件工程师（智慧教育/酒店）,1.5-2.5万·13薪,3年及以上,深圳,本科,"['linux', '传感器', '软件开发', 'wifi', 'freertos', 'ucos', '嵌入式开发', 'blemesh', '软件功能设计', '可行性分析', '五险一金', '年终奖金', '定期体检', '带薪年假', '生日礼金']",['电子技术/半导体/集成电路'],['500-1000人']
产品助理/技术助理,6-8千,1年,广州·增城区,大专,"['产品需求文档', '产品需求沟通', '原型图', '产品管理', '五险一金', '定期体检', '年终奖金', '专业培训', '包工作餐', '加班餐']",['机械/设备/重工'],['50-150人']
物流经理（北京）,1-1.5万,5-7年,北京·海淀区,本科,"['五险一金', '年终奖金', '国际物流', '货运代理', '海运出口', '客服销售', '国际贸易']",['贸易/进出口'],['50-150人']
行业解决方案经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['产品支撑', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']",['通信/电信/网络设备'],['1000-5000人']
大数据机器学习算法工程师,1-1.6万,3年及以上,上海·杨浦区,,"['数据分析', 'sql', 'kafka', 'hadoop', 'hive', '数据仓库', 'spark', '性能调优', '算法', 'hbase', '五险一金', '餐饮补贴']",['计算机软件'],['150-500人']
物流解决方案经理,5千-1万,2年及以上,蚌埠,大专,"['五险一金', '专业培训', '绩效奖金', '定期体检', '周末双休', '节日福利', '绩效奖金', '弹性工作', '招投标', '解决方案', '第三方物流', '物流方案', '销售工具']",['交通/运输/物流'],['150-500人']
物流经理,1.5-2.5万,5-7年,上海·虹口区,本科,"['五险一金', '年终奖金', '生日福利', '节日福利', '货代行业', '物流方案', '物流运输', '谈判价格', '代理沟通', '英语听说读写']",['贸易/进出口'],['50-150人']
软件研发(Java、大数据、CV大模型方向),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['通信', '大数据开发', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
工业互联网销售总监,2-3万·13薪,5年及以上,广州·天河区,本科,"['新能源', '装备制造', '渠道建设管理', 'ka', '五险一金', '年终奖金', '定期体检', '加班补贴']",['通信/电信/网络设备'],['150-500人']
销售专员,1.1-1.5万,1年及以上,广州,中技/中专,"['提成奖金', '专业培训', '年终奖金']",['快速消费品(食品、饮料、化妆品)'],['少于50人']
销售经理（智能制造）,8千-1.2万,3年及以上,成都·龙泉驿区,本科,"['五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']",['仪器仪表/工业自动化'],['500-1000人']
产品开发岗（工业系统方向）,8千-1.5万·16薪,2年及以上,成都,本科,"['市场分析', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
生产主管,8千-1.5万,3年及以上,武汉·东湖新技术产业开发区,大专,"['电气', '电力', '在线监测', '五险一金', '专业培训', '年终奖金']",['电气/电力/水利'],['少于50人']
产品销售专员,1.1-1.5万,1年及以上,广州·南沙区,中技/中专,"['项目招商', '年终奖金', '餐饮补贴', '专业培训']",['快速消费品(食品、饮料、化妆品)'],['少于50人']
传感器销售经理,8千-1.2万,2年及以上,成都·龙泉驿区,本科,"['销售', '关系维护', '商务接待', '汽车行业销售', '大客户开发', '业务开展', '绩效奖金', '五险一金', '周末双休']",['仪器仪表/工业自动化'],['500-1000人']
售前经理,8千-1.5万·16薪,2年及以上,南京·江北新区,本科,"['解决方案', '技术交流', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
专利工程师,1-1.8万,2年,广州·增城区,大专,"['机械制造', '专利检索分析', '技术交底书', '知识产权', '专利撰写', '专利流程', '专利审查指南', '专利调查', '专利文献检索', '专利申请', '五险一金', '专业培训', '大小周工作制', '包工作餐', '加班餐']",['机械/设备/重工'],['50-150人']
建筑消防系统施工员（水/电）,8千-1.5万,5-7年,广州·番禺区,,"['水电施工员', '消防专业', '五险一金', '餐饮补贴']",['计算机软件'],['150-500人']
区域销售代表,8千-1.5万,1年及以上,深圳·南山区,大专,"['五险一金', '员工旅游', '定期体检', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '销售', '业务', '渠道', '大客户']",['计算机软件'],['50-150人']
物流经理,1.5-2.5万,5-7年,上海·虹口区,本科,"['五险一金', '年终奖金', '生日福利', '节日福利', '货代行业', '物流方案', '物流运输', '谈判价格', '代理沟通', '英语听说读写']",['贸易/进出口'],['50-150人']
软件研发(安卓Framework/系统工程师),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
行政,4-6千,1年及以上,深圳,本科,[],['电子技术/半导体/集成电路'],['少于50人']
传感器销售工程师,8千-1.2万,1-3年,眉山,本科,"['五险一金', '员工食堂', '免费宿舍', '有通勤班车', '免费停车', '销售', '推广', '营销', '市场分析', '市场开发', '关系维护', '客户投诉', '商务接待', '大客户开发']",['仪器仪表/工业自动化'],['500-1000人']
设备销售工程师（底薪8-16K）,8千-1.5万,5-7年,广州·增城区,大专,"['销售', '计算机', '管理', '机械', '市场营销', '自动化', '市场调研', '销售计划', '产品开发', '开发新客户', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']",['机械/设备/重工'],['50-150人']
产品开发 （产品经理）,8千-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['计算机', '物联网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
水电工,6-9千,2年,北京·东城区,,"['五险一金', '做六休一']",['计算机软件'],['150-500人']
物流经理（北京）,1-1.5万,5-7年,北京·海淀区,本科,"['五险一金', '年终奖金', '国际物流', '货运代理', '海运出口', '客服销售', '国际贸易']",['贸易/进出口'],['50-150人']
装配电工,6-8千,2年,广州·增城区,中技/中专,"['五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
行业解决方案经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['产品支撑', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']",['通信/电信/网络设备'],['1000-5000人']
急招普工/电子（包住+五险）,4-6千,1年,武汉·东湖新技术产业开发区,高中,"['包装', '配件', '焊接', '线路板焊接', '五险一金', '节日福利', '绩效奖金']",['通信/电信/网络设备'],['少于50人']
销售代表、销售跟单,8千-1.2万,1年及以上,深圳·南山区,大专,"['五险一金', '员工旅游', '定期体检', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '物联网', '销售', '跟单', '助理', '客户', '大客户销售', '区域销售', '销售代表']",['计算机软件'],['50-150人']
软件测试工程师,7.5千-1万,3-4年,广州·增城区,本科,"['javascript', 'c/s', 'sql', '测试流程', '系统测试', '集成测试', '接口测试', '黑盒测试', '测试方案', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']",['机械/设备/重工'],['50-150人']
售前方案,8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['售前', '技术方案', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
区域销售（教装）,6-9千,2年及以上,南京·江宁区,大专,"['五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金', '销售', '幼教', '市场开发', '客情维护', '开车', '产品销售', '物联网', '宣讲', '教育装备', '渠道商资源']",['计算机硬件'],['50-150人']
嵌入式软件工程师（智慧教育/酒店）,1.5-2.5万·13薪,3年及以上,深圳,本科,"['linux', '传感器', '软件开发', 'wifi', 'freertos', 'ucos', '嵌入式开发', 'blemesh', '软件功能设计', '可行性分析', '五险一金', '年终奖金', '定期体检', '带薪年假', '生日礼金']",['电子技术/半导体/集成电路'],['500-1000人']
装配电工组长,8千-1万,2年,广州·增城区,中技/中专,"['电路图纸', '机电一体化', '电工上岗证', '安装', '设备电路装配', '调试', '电控柜', '电箱', '五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
售前方案,8千-1.5万·16薪,2年及以上,昆明,本科,"['售前', '技术方案', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
建筑消防系统施工员（水/电）,8千-1.5万,5-7年,广州·番禺区,,"['水电施工员', '消防专业', '五险一金', '餐饮补贴']",['计算机软件'],['150-500人']
区域销售（教装）,6-9千,2年及以上,南京·江宁区,大专,"['五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金', '销售', '幼教', '市场开发', '客情维护', '开车', '产品销售', '物联网', '宣讲', '教育装备', '渠道商资源']",['计算机硬件'],['50-150人']
安全员,7-9千,3-4年,上海·杨浦区,大专,"['安全员c证', '五险一金', '餐饮补贴']",['计算机软件'],['150-500人']
党群管理,8千-1.5万·16薪,2年及以上,深圳,本科,"['党建', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
生产组长,7-9千,1年及以上,深圳·宝安区,中技/中专,"['生产组长', '生产拉长', '组长', '拉长', '五险一金', '员工旅游', '年终奖金']",['通信/电信/网络设备'],['50-150人']
射频工程师,1.5-2.5万·13薪,2年及以上,深圳·南山区,大专,"['示波器', '射频', 'wifi', '调试设备', 'pa', 'mtk', 'bt', 'fcc', 'cmw500', '5g', '五险一金', '员工旅游', '通讯补贴', '专业培训', '绩效奖金', '年终奖金']",['计算机软件'],['50-150人']
UI设计师,6千-1万,2年,广州·增城区,大专,"['ui设计', 'ui设计师', '设计师', 'ui', '五险一金', '专业培训', '包工作餐', '大小周']",['机械/设备/重工'],['50-150人']
硬件研发-嵌入式软件开发（嵌入式方向）,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
硬件工程师(IoT 智慧酒店）,1.5-2万·13薪,2年,深圳,本科,"['硬件设计', '智能家居', 'pcb', '电子', 'wifi', '蓝牙', '硬件开发', '原理图设计', '技术对接', '信号完整性', '五险一金', '年终奖金', '绩效奖金', '通讯补贴', '带薪年假', '过节费', '生日礼金', '双休']",['电子技术/半导体/集成电路'],['500-1000人']
PCBA工艺工程师,1-1.5万·14薪,2年及以上,湖州·安吉县,大专,[],['电子技术/半导体/集成电路'],['500-1000人']
大客户销售（金融）,1-2万,3年及以上,上海·虹口区,本科,"['销售', '金融', '物流', '货代', '资源开发', '金融产品推广', '开发企业客户', '五险一金', '年终奖金', '周末双休', '节日福利']",['贸易/进出口'],['50-150人']
拔尖计划-智能建造产品规划专家,3-5万·16薪,5年及以上,重庆·渝北区,硕士,"['团队管理', '智能建造', '五险一金', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
采购专员,7-9千,1年,广州·增城区,大专,"['供应链', '采购', '机械零部件', '五险一金', '定期体检', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
住家老师/育儿师,1-1.5万,无需经验,上海·虹口区,本科,"['教育', '学习计划', '驾驶', '教培', '早餐制作', '饮食制作']",['贸易/进出口'],['50-150人']
技术运维,1-1.5万·16薪,3-4年,南京,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
店员/营业员（连锁店务员）,3.5-5千,无需经验,广州·番禺区,,"['交通补贴', '餐饮补贴', '绩效奖金', '社保', '节假日福利', '连锁门店', '门店销售', '零售', '社区推广', '便利店营业员', '超市营业员', '导购', '收银员', '网点营业员']",['交通/运输/物流'],['少于50人']
海运客服,8千-1.2万,3-4年,上海·虹口区,大专,"['客服', '客服专员', '物流客服', '操作', '五险一金', '定期体检', '年终奖金', '绩效奖金']",['贸易/进出口'],['50-150人']
产品测试,1-1.5万·16薪,3年及以上,重庆·南岸区,本科,"['计算机', '电子', '测试', '五险一金', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
质量管理部副部长,1.2-1.6万,5年及以上,成都·龙泉驿区,本科,"['五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']",['仪器仪表/工业自动化'],['500-1000人']
报批报建工程师,8千-1.3万,3年及以上,广州·番禺区,本科,"['交通补贴', '餐饮补贴', '绩效奖金', '社保', '下午茶', '员工活动']",['交通/运输/物流'],['少于50人']
软件研发-系统架构岗,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
运维工程师/ DevOps Engineer,2-2.5万·13薪,3年及以上,上海·长宁区,本科,"['cloud', 'Jenkins', 'IaC', 'Shell', 'Docker', 'AWS', '阿里云', '自动化', '周末双休', '弹性工作', '带薪年假', '五险一金', '餐饮补贴', '节日福利', '补充医疗保险']",['计算机软件'],['150-500人']
总经理秘书/助理,1.5-2万,2年及以上,上海·青浦区,硕士,"['五险一金', '提成奖金', '餐饮补贴', '专业培训', '员工旅游', '年终奖金']",['计算机服务(系统、数据服务、维修)'],['']
拔尖计划-信号监测及屏蔽管控技术专家,3-5万·16薪,5年及以上,重庆·渝北区,本科,"['计算机', '通信', '五险一金', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
电气装配工程师,6-8千,3-4年,广州·增城区,中技/中专,"['五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
纺织物联网销售经理,15-30万/年,1年,杭州·滨江区,大专,"['五险一金', '员工旅游', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '股票期权', '弹性工作', '出国机会', '机联网', '销售', 'IOT', '硬件销售', '渠道合作', '纺织印染']",['仪器仪表/工业自动化'],['150-500人']
软件研发-音视频开发,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
标准化工程师,7千-1.2万,无需经验,成都·龙泉驿区,硕士,"['理工科', '物联网', '项目申报', '设计规范', '技术研发', '产品标准', '工业物联网', '科技成果转化', '五险一金', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']",['仪器仪表/工业自动化'],['500-1000人']
一级建造师（广州）,1.2-1.8万,2年,广州·番禺区,,"['五险一金', '餐饮补贴', '提供住宿']",['计算机软件'],['150-500人']
主办会计,6-9千·13薪,3年及以上,无锡·滨湖区,本科,"['五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '年终奖金']",['政府/公共事业'],['50-150人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
普运/水运营销专员,8千-1.5万,无需经验,,大专,"['五险一金', '专业培训', '绩效奖金', '定期体检', '周末双休', '节日福利', '绩效奖金', '弹性工作']",['交通/运输/物流'],['150-500人']
拔尖计划-RTN架构设计(视频融合通信服务方向),5-10万,5-7年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
行政人事主管,9千-1.5万,5-7年,广州·增城区,大专,"['行政人事主管', '五险一金', '绩效奖金', '包工作餐', '上升空间大']",['机械/设备/重工'],['50-150人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
行政人事主管,9千-1.5万,5-7年,广州·增城区,大专,"['行政人事主管', '五险一金', '绩效奖金', '包工作餐', '上升空间大']",['机械/设备/重工'],['50-150人']
拔尖计划-智慧楼宇解决方案专家,3-5万·16薪,5年及以上,重庆·渝北区,本科,"['需求分析', '项目管理', '团队管理', '五险一金', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
报批报建工程师,8千-1.3万,3年及以上,广州·番禺区,本科,"['交通补贴', '餐饮补贴', '绩效奖金', '社保', '下午茶', '员工活动']",['交通/运输/物流'],['少于50人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
采购专员,7-9千,1年,广州·增城区,大专,"['供应链', '采购', '机械零部件', '五险一金', '定期体检', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
智慧酒店产品经理,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
业务拓展经理,6千-1万,5年及以上,福州·马尾区,本科,"['市场开拓', '电子', '通信', '电力', '业务拓展', '业务合作', '销售', '风险控制', '计算机', '应急消防']",['互联网/电子商务'],['50-150人']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
机械装配工,5.5-8千,2年,广州·增城区,中技/中专,"['五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']",['机械/设备/重工'],['50-150人']
产品开发-产品经理（视频监控方向）,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
总经理秘书/助理,1.5-2万,2年及以上,上海·青浦区,硕士,"['五险一金', '提成奖金', '餐饮补贴', '专业培训', '员工旅游', '年终奖金']",['计算机服务(系统、数据服务、维修)'],['']
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']",['电子技术/半导体/集成电路'],['50-150人']
主办会计,6-9千·13薪,3年及以上,无锡·滨湖区,本科,"['五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '年终奖金']",['政府/公共事业'],['50-150人']
DBA数据库工程师,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['数据库', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
