Job Name,Job Salary,Job Year,Job Area,Job Degree,Job label
项目支持,8千-1.5万·16薪,2年及以上,郑州,本科,"['需求分析', '物联网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
物流经理（南京）,8千-1.5万,5-7年,南京·浦口区,本科,"['五险一金', '年终奖金', '生日福利', '节日福利']"
售前技术支持工程师,1-1.6万·13薪,3年及以上,深圳·南山区,本科,"['计算机', '电子', '招投标', '通信', '性能测试', '客户关系维护', '产品测试', '兼容性测试', '项目跟进', '交付验收', '五险一金', '项目提成', '年终奖金', '公司旅游', '节日福利', '季度团建', '领导好', '发展空间大', '扁平化管理']"
IoT 云平台高级客户经理,1.2-2万,2年及以上,上海·普陀区,本科,"['五险一金', '提成奖金', '专业培训', '绩效奖金']"
产品开发,8千-1.5万·16薪,无需经验,重庆·渝北区,本科,"['需求分析', '产品开发', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
销售经理,6-8千,3年及以上,苏州,大专,['五险一金']
售前工程师,1-1.5万·14薪,3年及以上,温州·鹿城区,本科,"['招投标', '解决方案', '售前', '技术方案', '需求文档', '调研', '售前技术支持', '客户需求对接', '方案宣讲', '周末双休', '法定节假日', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检']"
SQE工程师（注塑模厂）,8千-1万,1年及以上,深圳·宝安区,中技/中专,"['模具', '员工宿舍', '五险一金', '带薪年假', '免费班车', '出差补贴', '年终奖金', '全勤奖', '公司旅游', '专业培训', '定期体检', '节日福利', '生日福利', '员工旅游']"
项目支持,8千-1.5万·16薪,3年及以上,南昌,本科,"['需求调研', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
产品解决方案经理,1.1-1.8万·14薪,3-4年,无锡,本科,"['硬件产品经理', '餐饮补贴', '定期体检', '通讯补贴', '员工旅游', '绩效奖金', '五险一金', '免息房贷']"
售前工程师（浙江）,1-1.5万·13薪,2年及以上,杭州·滨江区,本科,"['五险一金', '员工旅游', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '计算机', '管理', '推广', '宣传', 'it', '技术交流', '安防', '售前方案', '安防行业', 'it项目管理']"
售前方案经理,1.6-3.2万·13薪,5年及以上,深圳·宝安区,大专,"['解决方案', '售前', '技术方案', '运营商', '带薪年假', '五险一金', '节日福利', '全勤奖', '绩效奖金', '加班补贴', '员工旅游', '年终奖金', '五险一金', '专业培训', '年终奖金', '股票期权', '弹性工作', '定期体检']"
市场运营（营销策划/品牌宣传方向）,8千-1万·16薪,2年及以上,重庆·渝北区,本科,"['五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
SQE供应商质量工程师,8千-1万,1年及以上,深圳·宝安区,中技/中专,"['五险一金', '免费班车', '员工旅游', '交通补贴', '专业培训', '年终奖金', '定期体检', '节日福利', '生日福利']"
IOT软件产品经理（硬件接入经验）,1.5-2.2万,3年及以上,深圳·龙华区,大专,"['产品设计', '产品规划', '技术方案', 'iot', 'iot产品', 'axure', '固件', 'app', '五险一金', '节日福利', '专业培训', '绩效奖金', '补充公积金', '年终奖金', '周末双休', '下午茶']"
财务经理,1.5-2万,5年及以上,上海·青浦区,本科,"['财务', '财务管理', '成本控制', '运营管理', '尽职调查', '成本测算', '成本分析', '融资', '财务核算', '税务筹划', '餐饮补贴', '五险一金', '年终奖金', '员工旅游', '专业培训', '提成奖金', '多劳多得']"
项目支持,8千-1.5万·16薪,2年及以上,广州,本科,"['项目管理', '物联网', '交付管理', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
店长（连锁店/客户服务经理）,9千-1.5万,2年及以上,广州·番禺区,大专,"['交通补贴', '餐饮补贴', '绩效奖金', '社保', '节假日福利', '连锁店', '潮玩店长', '客户经理', '储备店长', '区域督导', '店长助理', '便利店店长', '零售', '门店店长']"
解决方案经理,1-1.5万·13薪,3年及以上,芜湖·鸠江区,大专,"['自动化', '招投标', '通信', '解决方案', '化工', '文档编写', '互联网', '宣传推广', '信息化', '仪表', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']"
智能化软件实施工程师-JS2023011701,1-1.5万,1年,上海·徐汇区,大专,"['楼宇智能化', '实验室智能化', '智能化集成', '弱电集成', '暖通系统监控', '智能化实施', 'SCADA', '自控组态', '系统调试', '物联网', '五险一金', '餐饮补贴', '弹性工作', '定期体检', '绩效奖金', '年终奖金', '员工旅游']"
项目支持（市场运营、品牌宣传）,8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
大客户销售经理,40-50万/年,5年及以上,上海·长宁区,本科,"['周末双休', '弹性工作', '带薪年假', '五险一金', '餐饮补贴', '节日福利', '补充医疗保险', 'EDA', '工业软件', 'KA', '企业解决方案', 'PCB']"
电气工程师,1-2万,2年及以上,上海·杨浦区,,"['施工', 'cad', '画图', '看图', '五险一金', '餐饮补贴']"
会计兼出纳,3-4千,3年及以上,苏州,大专,['五险一金']
项目支持,8千-1.5万·16薪,2年及以上,南宁,本科,"['项目管理', '物联网', '交付管理', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
PLC工程师,1.2-2.4万,1年及以上,宁波·江北区,大专,"['plc', '项目实施', '方案设计', '系统测试', '电气自动化', '物联网', '电子信息工程', '三菱', '数据采集', '西门子', '五险一金', '绩效奖金']"
大客户销售（理化生实验室解决方案）,1-1.5万,3年及以上,南京·江宁区,大专,"['五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金', '教装', '理化生实验室', '多功能教室']"
网络工程师,6千-1万·13薪,2年及以上,湖州·安吉县,大专,"['计算机', '网络', '维护', '网络安全', 'mes系统', '五险一金', '弹性工作', '定期体检', '专业培训', '年终奖金']"
行政综合,8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
售前工程师（云计算）,8千-1.5万,3-4年,武汉·东西湖区,本科,"['大数据', '云计算', '通讯补贴', '交通补贴', '五险一金', '补充医疗保险', '专业培训', '定期体检', '周末双休', '带薪年假']"
一级建造师,1-2万,2年,上海·杨浦区,大专,"['五险一金', '餐饮补贴']"
ICT解决方案经理（售前）,1-2万,4年及以上,深圳·南山区,大专,"['计算机', '电子', '英语', 'office', '通信', '解决方案', '市场推广', '技术方案', '技术交流', '物联网', '五险一金', '年终奖金', '定期体检', '补充医疗保险', '专业培训', '双休']"
项目支持（质量管理/研发质量管理）,8千-1.5万·16薪,无需经验,南京·江北新区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
解决方案经理（智慧感知业务）,1.3-2.5万·13薪,3-5年,广州·黄埔区,本科,"['国家电网', '系统解决方案', '项目管理', '市场调研', '方案设计', '解决方案', '产品设计', '市场分析', '摄像头', '传感器', '五险一金', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '定期体检', '带薪年假', '周末双休', '零食下午茶']"
解决方案经理,1-1.5万,2年及以上,合肥·包河区,本科,"['计算机', '项目管理', 'ppt', '招投标', '软件开发', 'ps', '市场调研', '维护客户关系', 'axure', '售前', '五险一金', '补充医疗保险', '补充公积金', '交通补贴', '餐饮补贴', '年终奖金']"
解决方案工程师（工业）-福州,1-2万·13薪,5年及以上,福州·鼓楼区,本科,"['工业互联网', '智慧园区', '产业大脑', '解决方案', '数字化转型', '五险一金', '餐饮补贴', '定期体检', '年终奖金']"
财务管理,8千-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
品牌活动运营经理（科服公司）,8千-1.2万·13薪,3年及以上,无锡·滨湖区,本科,"['品牌推广', '品牌活动', '活动策划', '五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '年终奖金']"
售前工程师,8千-1.2万,2年及以上,西安·高新技术产业开发区,本科,"['培训', 'ppt', '解决方案', '售前', '售前支持', '宣讲', '文档撰写', '宣传资料', '建设方案', '需求确认', '五险一金', '专业培训']"
CQE客户质量工程师,1-1.4万·14薪,3-9年,杭州·滨江区,本科,"['16949', '8D', 'APQP', 'PPAP', '汽车电子', '五险一金', '员工旅游', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权', '定期体检']"
拔尖计划-智慧物流运输解决方案专家,3-5万·16薪,5年及以上,重庆·渝北区,本科,"['五险一金', '年终奖金', '技术管理', '管理', '项目管理', '团队管理']"
水电工,6-9千,2年,北京·东城区,,"['消防安全', '设备安装', '强弱电', '五险一金', '做六休一']"
5G+工业互联网解决方案工程师,1.5-2万·14薪,3-4年,杭州,本科,"['mes', 'plm', '解决方案', '方案设计', '自动化', '物联网', '人工智能', '五险一金', '补充医疗保险', '补充公积金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金']"
解决方案,1.5-1.7万,4年及以上,广州,本科,"['招投标', '方案设计', '解决方案', '大数据', '原型设计', '售前支持', '演讲', '数据采集', '数据治理', '客户需求调研', '五险一金', '专业培训', '绩效奖金', '年终奖金', '弹性工作']"
拔尖计划-数字电路设计专家,3-5万·16薪,5-7年,南京·浦口区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
产品经理（智慧门禁）,1.5-2.5万,3-4年,深圳·龙华区,本科,"['门禁', '产品培训', '市场调研', '产品设计', '五险一金', '员工旅游', '绩效奖金', '全勤奖', '节日福利', '加班补贴']"
质量PQE,8千-1.1万·13薪,3年及以上,湖州·安吉县,大专,"['五险一金', '弹性工作', '定期体检', '专业培训', '年终奖金']"
物业管培生,5-6千,无需经验,宿迁,大专,"['五险一金', '绩效奖金', '年终奖金', '定期体检', '2023届', '2024届']"
战略管理,8千-1.5万·16薪,无需经验,重庆·渝北区,硕士,"['战略管理', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
Web3产品经理,1.5-2万·13薪,1年及以上,无锡·滨湖区,本科,"['计算机', '数据分析', '需求分析', 'web', '软件', '交互设计', '物联网', '社群运营', '区块链', '产品方案', '五险一金', '餐饮补贴', '通讯补贴']"
Web3产品经理,1.5-2万·13薪,1年及以上,无锡·滨湖区,本科,"['计算机', '数据分析', '需求分析', 'web', '软件', '交互设计', '物联网', '社群运营', '区块链', '产品方案', '五险一金', '餐饮补贴', '通讯补贴']"
人力资源经理,6千-1.2万,2年及以上,苏州,大专,['五险一金']
技术运维,1-1.5万·16薪,2年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
解决方案经理（工业领域）（高级）(J11012),,5年及以上,武汉·洪山区,本科,"['计算机', '需求调研', '通信', '解决方案', '产品推广', '售前', '技术方案', '市场拓展', '市场信息', '客户需求调研', '五险一金', '补充医疗保险', '补充公积金', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检']"
PQE工程师,1-1.2万,5年,湖州,大专,"['培训', '数据分析', '电子', '机电', '测量', 'spc', '质量控制', '质量管理体系', 'iatf16949', '统计分析', '餐饮补贴', '绩效奖金', '年终奖金', '五险', '免费提供食宿']"
解决方案经理（电信）,5-8千,1年,玉溪,大专,"['云业务', '售前方案支撑', '解决方案', '大数据', '项目支撑', '计算机', '通讯', '5g', '物联网', '补充医疗保险', '补充公积金', '年终奖金', '绩效奖金', '专业培训', '定期体检', '五险']"
拔尖计划-智慧园区产品专家,3-5万·16薪,6年及以上,成都,硕士,"['大数据', '版本管理', '产品原型设计', '五险一金', '年终奖金']"
解决方案专家（智慧园区）,1-2万·13薪,5年及以上,成都·锦江区,本科,"['计算机', '需求分析', '自动化', '软件开发', '方案设计', '解决方案', '智能化', '详细设计', '技术架构', '系统集成', '五险一金', '补充医疗保险', '餐饮补贴', '通讯补贴', '专业培训', '定期体检']"
集成电路研究员,1-2万·13薪,3年及以上,无锡·滨湖区,硕士,"['业务分析', '研究报告', '产业研究', '行业研究', '产业图谱', '专题调研', '产业发展政策', '数据处理', '物联网', '分析报告', '五险一金', '通讯补贴', '餐饮补贴']"
一级注册消防工程师,1-1.8万,2年,北京·东城区,大专,"['五险一金', '做五休二']"
项目支持（北京）,1-1.7万·16薪,3-4年,北京·西城区,本科,"['计算机', '网络', '电子信息', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
解决方案岗,1.2-2万,3年及以上,南京·江宁区,大专,"['行业解决方案', '快消供应链', '销售', '项目运维', '专业培训']"
电力监控产品工程师,1.5-2万,2年及以上,无锡·滨湖区,本科,"['java', '办公软件', '需求分析', '调试', '需求调研', 'c++', 'js', '网络', 'c#', '产品设计', '五险一金', '年终奖金', '周末双休', '带薪年假', '定期体检', '专业培训']"
解决方案经理,5千-1万,1年及以上,保山·龙陵县,大专,"['计算机', '电子', '自动化', '投标', '解决方案', '系统集成', '物联网', '通讯', '信息化', '售前咨询', '专业培训', '节假日福利', '周末双休', '公司团建', '五险']"
拔尖计划-数字电路设计专家,3-5万·16薪,5-7年,南京·浦口区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
品牌活动运营专员（科服公司）,6千-1.2万·13薪,1年及以上,无锡·滨湖区,本科,"['五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '年终奖金']"
生产助理,5-7千,3年及以上,上海,中技/中专,"['erp', '生产计划', '用友', '生产制程', '生产文档', '生产助理', '生产文员', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '绩效奖金']"
物联工程师,7千-1.2万,3年及以上,江门,本科,"['包吃住', '员工宿舍', '五险一金', '年终奖金', '专业培训', '绩效奖金', '定期体检']"
售前方案-农业售前,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['售前支持', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
销售经理,6-8千·14薪,1-3年,杭州·滨江区,本科,"['周末双休', '五险一金', '节日福利', '餐饮补贴', '加班补贴']"
售前支持工程师,8千-1.2万,1年,深圳·南山区,大专,"['物联网', '售前技术支持', '五险一金', '通讯补贴', '年终奖金']"
销售（b端）,5-8千,1年及以上,常州·武进区,大专,"['五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金']"
售前方案-售前（南京）,8千-1.2万·16薪,5-7年,南京,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
招聘专员,6-8千,2年,广州·增城区,大专,"['招聘', '入职', '简历筛选', '离职', '电话邀约', '试用期管理', '转岗', '招聘工具', '团队搭建', '招聘流程', '五险一金', '绩效奖金', '工作餐', '专业培训', '年终奖金', '大小周工作制', '加班餐']"
售前技术支持工程师（保定）,9千-1.5万·13薪,2年及以上,保定,大专,"['计算机', '客户维护', 'it', '技术服务', '售前方案', '行业解决方案', '安防行业', '行业信息化', '五险一金', '年终奖金', '股票期权', '绩效奖金', '专业培训']"
解决方案经理（产品方向）-山东(J12791),2.5-3.5万,5年及以上,济南,本科,"['网络', '计算机', '行业解决方案', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '节日福利']"
售前方案（成都）,8千-1.5万·16薪,3-4年,成都,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
销售经理（深圳）,9千-1.5万·13薪,2年及以上,广州·黄埔区,大专,"['erp', '市场开拓', '开拓市场', 'rfid', '物联网', '服装行业', '销售', '寻找客源', '渠道销售', '计算机', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']"
招聘专员,5.5-8千,2年,广州·增城区,大专,"['人事招聘', '招聘渠道', '招聘计划', '招聘流程', '招聘报表', '五险一金', '定期体检', '绩效奖金', '年终奖金', '大小周工作制', '招聘提成']"
解决方案经理,1-1.2万,3年及以上,广州·天河区,本科,"['项目管理', '解决方案', '产品设计', '售前支持', '客户拓展', '技术服务', '项目招投标', '方案交流', '解决方案讲解', '商用密码', '五险一金', '绩效奖金', '年终奖金', '带薪年假', '节日福利', '周末双休', '员工生日会', '丰富下午茶']"
审计合规,8千-1.5万·16薪,无需经验,重庆·渝北区,本科,"['大数据', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
仓库管理员,4.5-7千,1年,广州·番禺区,,"['办公软件', 'excel', '库存管理', '仓库管理', '仓库', '物料管理', '维护管理', '设备维护保养', '出入库管理', '仓库安全', '五险一金', '餐饮补贴']"
商务专员,6-8千,2年,广州·增城区,大专,"['回款', '商务', '发票申领', '合同回款', '对账收款', '产品彩页', '商务合同', '生产进度跟进', 'ppt', '销售业务流程', '五险一金', '专业培训', '大小周', '包工作餐', '加班餐']"
售前解决方案岗,13-26万/年,2年及以上,广州·天河区,本科,"['计算机', 'ppt', '解决方案', 'axure', '文档撰写', '美工设计', '需求采集', '用户使用手册', '交通行业', '需求分析文档']"
软件研发,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
信息系统集成工程师,8千-1.5万,3年及以上,西安·高新技术产业开发区,大专,"['计算机', 'cad', '项目管理', '市场拓展', '信息管理', '系统集成', '信息化', '文案策划', 'it行业', '智能化', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '周末双休', '社保五险']"
解决方案经理（产品方向）-河南(J12795),2.5-3.5万,5年及以上,郑州,本科,"['计算机', '行业解决方案', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '节日福利']"
销售经理（深圳）,9千-1.5万·13薪,2年及以上,广州·黄埔区,大专,"['erp', '市场开拓', '开拓市场', 'rfid', '物联网', '服装行业', '销售', '寻找客源', '渠道销售', '计算机', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']"
产品开发,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['需求分析', '项目管理', '产品开发', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
人工智能研究员,1-2万·13薪,2年,无锡·滨湖区,硕士,"['行业研究', '产业研究', '五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '年终奖金']"
智慧消防售前工程师（武汉）,9千-1.5万,3-4年,武汉·武昌区,大专,"['培训', '计算机', '电子', '自动化', '通信', '项目实施', '方案设计', '市场推广', '技术培训', '产品演示', '五险一金', '补充医疗保险', '交通补贴', '定期体检', '通讯补贴']"
拔尖计划-算法开发专家,3-5万·16薪,5-7年,南京·浦口区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
招聘专员,5.5-8千,2年,广州·增城区,大专,"['人事招聘', '招聘渠道', '招聘计划', '招聘流程', '招聘报表', '五险一金', '定期体检', '绩效奖金', '年终奖金', '大小周工作制', '招聘提成']"
销售经理（深圳）,9千-1.5万·13薪,2年及以上,广州·黄埔区,大专,"['erp', '市场开拓', '开拓市场', 'rfid', '物联网', '服装行业', '销售', '寻找客源', '渠道销售', '计算机', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']"
解决方案经理,1.5-2.5万,5年及以上,杭州·富阳区,本科,"['软件开发', '解决方案', '原型设计', '技术交流', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金']"
战略管理,8千-1.5万·16薪,无需经验,重庆·渝北区,硕士,"['战略管理', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
解决方案经理,1-2万·13薪,2年及以上,上海·长宁区,本科,"['计算机', '需求分析', '自动化', '软件开发', '售后服务', '通信', '方案设计', 'app', '互联网', '电子技术', '五险一金', '补充医疗保险', '餐饮补贴', '交通补贴', '通讯补贴', '年终奖金', '绩效奖金', '定期体检']"
销售经理（深圳）,9千-1.5万·13薪,2年及以上,广州·黄埔区,大专,"['erp', '市场开拓', '开拓市场', 'rfid', '物联网', '服装行业', '销售', '寻找客源', '渠道销售', '计算机', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']"
品牌活动运营专员（科服公司）,6千-1.2万·13薪,1年及以上,无锡·滨湖区,本科,"['五险一金', '通讯补贴', '餐饮补贴', '绩效奖金', '年终奖金']"
技术运维,1-1.5万·16薪,2年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
解决方案经理（产品方向）-山东(J12791),2.5-3.5万,5年及以上,济南,本科,"['网络', '计算机', '行业解决方案', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '节日福利']"
销售经理（系统集成、智能化、智能交通）,8千-1.5万,2年,南京·浦口区,本科,"['市场拓展', '客户沟通', '系统集成', '签订合同', '商务', '产品宣传', '品牌形象建设', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检']"
商务专员,6-8千,2年,广州·增城区,大专,"['回款', '商务', '发票申领', '合同回款', '对账收款', '产品彩页', '商务合同', '生产进度跟进', 'ppt', '销售业务流程', '五险一金', '专业培训', '大小周', '包工作餐', '加班餐']"
产品开发,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['需求分析', '项目管理', '产品开发', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
解决方案经理（产品方向）-河南(J12795),2.5-3.5万,5年及以上,郑州,本科,"['计算机', '行业解决方案', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '节日福利']"
售前技术解决方案工程师,6-8千,无需经验,广州·海珠区,本科,"['需求分析', 'ppt', '招投标', '人力资源', '方案设计', '技术方案', '技术培训', '产品演示', '演讲', '客户培训', '五险一金', '定期体检', '周末双休', '年终奖金', '不定期下午茶']"
机械结构设计工程师（应届）,5-9千,无需经验,广州·增城区,本科,"['机械部件设计', 'solidworks', 'cad', '绘图软件', '机械设计', '结构设计', '参数选型', '五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']"
拔尖计划-算法开发专家,3-5万·16薪,5-7年,南京·浦口区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
集成电路研究员,1-2万·13薪,3年及以上,无锡·滨湖区,硕士,"['业务分析', '研究报告', '产业研究', '行业研究', '产业图谱', '专题调研', '产业发展政策', '数据处理', '物联网', '分析报告', '五险一金', '通讯补贴', '餐饮补贴']"
项目资料员,6-8千,1年,上海,中技/中专,"['五险一金', '餐饮补贴']"
解决方案经理,8千-1.2万,2年及以上,昆明·五华区,本科,"['计算机', '解决方案', '市场推广', '办公软件', 'ppt', 'xmind', '宣讲', '可研报告', '现场培训', '客户答疑', '五险一金', '餐饮补贴', '通讯补贴', '绩效奖金', '定期体检']"
暖通空调工程师,1.5-3万,2年及以上,上海·杨浦区,大专,"['五险一金', '餐饮补贴']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
特运事业部业务拓展经理,5千-1万,3年及以上,蚌埠,大专,"['办公软件', '招投标', '物流', '物流行业', '维护客户关系', '销售策略', '洽谈', '市场拓展', '市场动态', '沟通', '定期体检', '工作餐', '五险一金', '绩效奖金', '弹性工作']"
技术管理-专利管理,8千-1万·16薪,3-4年,重庆·渝北区,硕士,"['专利管理', '物联网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
项目资料员,6-8千,1年,上海,中技/中专,"['五险一金', '餐饮补贴']"
技术支持工程师（武汉）,9千-1.2万,3年及以上,武汉,大专,"['计算机', '实施', '方案培训', '五险一金', '专业培训', '年终奖金', '绩效奖金', '员工旅游', '定期体检']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
软件研发-前端开发,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
色彩管理工程师,1.3-1.8万,3-4年,广州·增城区,大专,"['数码印刷', '印前设计', '印刷工艺', '色彩识别', '色彩管理软件', '专色', '色彩管理', '处理软件', 'ai', 'photoshop', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']"
乘用车技术专员/主管,1-1.5万,3-4年,湖州,大专,"['测试', 'smt', 'dip', 'fct', 'ict', 'eol测试', '生产技术', '五险一金', '餐饮补贴', '绩效奖金', '年终奖金', '免费提供食宿']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
拔尖计划-射频电路设计专家,3-5万·16薪,5-7年,南京·浦口区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
硬件项目经理(A31542),2-2.5万,5年及以上,上海·虹口区,本科,"['管理', 'excel', '财务', '项目管理', '汽车行业', 'word', 'ppap', 'apqp', '项目开发', '法律', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '定期体检']"
采购开发工程师,1.3-2万·14薪,5年及以上,,本科,"['采购', '电子元器件', '仓储', '采购合同', '调度', '控制', '市场采购', '钣金件采购', '物流管理', '绩效奖金']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
拔尖计划-射频电路设计专家,3-5万·16薪,5-7年,南京·浦口区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
物联工程师（电力运维/能源能效）,8千-1.2万,2年,广州·黄埔区,大专,"['调试', '物联网', '电气自动化', '售前技术支持', '勘察', '弱电工程', '配置', '智能运维', '物联', '带薪年假', '五险一金', '绩效奖金', '节日福利', '年度体检', '提供住宿']"
售前技术支持工程师（智慧城市/应急指挥）,6千-1.2万,3-4年,武汉·东湖新技术产业开发区,本科,"['技术支持', '五险一金', '意外险', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '带薪年假', '节日福利', '弹性工作时间']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
产品运营,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['计算机', '数据分析', '产品运营', '产品规划', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
IQC质检员,6-7.5千,1年及以上,深圳·宝安区,中技/中专,"['电脑', '卡尺', '电子料', '进料检验', '二次元', '测量工具', '专业培训', '定期体检', '年终奖金', '五险一金', '节日福利', '生日福利', '员工旅游', '免费班车']"
大客户售前工程师(J10253),1.5-2.5万,5年及以上,郑州·经开区,本科,"['计算机', '解决方案', '电气自动化', '技术方案', '市场调研', '市场分析', '通信', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '年终奖金', '带薪年假', '年休假', '过节福利']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
项目经理（智慧收费站）,1.5-2万·13薪,8-9年,广州·黄埔区,,"['五险一金', '专业培训', '弹性工作', '带薪年假', '节日福利', '工作环境好', '高温津贴', '施工', 'linux', '通信', '网络', '驾驶', 'docker', '设备调试', '技术培训', 'c1驾驶证', 'cad制图']"
卫星系统集成岗,1.2-2万,2年,成都,本科,"['测试', '系统集成', '通信工程', '电子科学技术', '用例', '卫星通信', '集成方案', '无线电技术', '无线通信', '集成验证', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '定期体检']"
