Job Name,Job Salary,Job Year,Job Area,Job Degree,Job label
物联网硬件方案经理,6千-1万,3年及以上,武汉·汉阳区,大专,"['调试', '自动化', 'plc', '环保', '设计方案', 'http', 'tcp', '物联网', '电子信息工程', '网络设备', '绩效奖金', '年终奖金', '专业培训', '员工旅游', '五险一金', '项目奖金', '周末双休']"
物联网开发工程师,1-1.3万,3年及以上,苏州·苏州工业园区,本科,"['LORA', 'CAT.1', 'MQTT', '五险一金', '补充医疗保险', '员工旅游', '交通补贴', '年终奖金', '绩效奖金']"
物联网开发,1.5-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']"
物联网应用工程师,12-20万/年,2年及以上,深圳·南山区,本科,"['css', 'html', 'javascript', 'erp', 'git', '编程', '客户沟通', 'mes', 'http', '英语口语']"
物联网工程师,10-20万/年,3-4年,襄阳,本科,"['c++', '多线程', 'linux', '绩效奖金', '定期体检', '节日福利', '生日礼金', '五险二金', '免费一日三餐', '高温补助', '职称津贴']"
物联网工程师（IOT）,8千-1.5万·13薪,2年,佛山·南海区,大专,"['项目管理', '测试', 'plc', '售前支持', '现场实施', '通讯协议', '设备调研', '电气', '员工旅游', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作']"
嵌入式软件工程师（工业物联网）,1-1.5万,2年及以上,杭州·临平区,本科,"['嵌入式', '软件工程师', '单片机', '软件开发', 'arm', '工程师', '五险一金', '带薪年假', '全勤奖', '节日福利', '餐饮补贴']"
嵌入式软件开发工程师（安防/物联网/NB）,1.8-3万,3-4年,深圳·龙华区,大专,"['物联网', '嵌入式', 'nb', '无线通信模块', '通信', 'c++', 'wi_fi', '周末双休', '定期体检', '五险一金', '提供食宿']"
土木方案工程师（物联网）,1.1-1.5万·14薪,2年,上海·虹口区,硕士,"['自动化监测', '土木工程', '结构', '五险一金', '交通补贴', '通讯补贴', '绩效奖金', '专业培训', '年终奖金', '定期体检']"
嵌入式软件工程师（工业物联网）,1-1.5万,2年及以上,杭州·临平区,本科,"['嵌入式', '软件工程师', '单片机', '软件开发', 'arm', '工程师', '五险一金', '带薪年假', '全勤奖', '节日福利', '餐饮补贴']"
物联网硬件工程师,1.8-3.5万·13薪,5-7年,珠海,本科,"['模电', '滤波器', '霍尔', '五险一金', '带薪年假', '节日福利', '年终奖金', '绩效奖金', '定期体检', '股票期权', '餐饮补贴', '专业培训']"
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']"
高级嵌入式软件工程（通信及物联网）,2-4万,3年及以上,惠州·大亚湾区,本科,"['linux', '通信工程', '嵌入式软件', '智能家居', '智能电表', '能量管理系统', 'EMS', '物联网', 'ESP32', 'RTOS', '五险一金', '绩效奖金', '定期体检', '弹性工作', '包住宿', '带薪年假', '免费班车', '节日福利']"
物联网开发工程师,8千-1.5万,2年及以上,东莞·凤岗镇,本科,"['java', '数据库', 'c++', '软件开发', 'json', '安全', '操作系统', '物联网', 'nodejs', '数据结构算法', '五险一金', '年终奖金', '专业培训', '员工旅游', '生日福利', '年终奖金', '股票期权']"
嵌入式软件开发工程师（安防/物联网/NB）,1.8-3万,3-4年,深圳·龙华区,大专,"['物联网', '嵌入式', 'nb', '无线通信模块', '通信', 'c++', 'wi_fi', '周末双休', '定期体检', '五险一金', '提供食宿']"
Java开发工程师（IoT物联网平台开发）,1-1.5万,3年及以上,苏州·苏州工业园区,本科,"['mqtt', 'java', '物联网平台', '业务中台', 'nb_iot', 'coap', '协议对接', '设备对接', 'Wi-Fi', 'AIoT']"
售前技术支持工程师/IOT 物联网方向,8千-1.3万,3年及以上,广州·黄埔区,大专,"['市场解决方案', '物联网系统', '技术支持', '五险一金', '员工旅游', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '带薪年假', '包工作餐']"
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']"
电子硬件工程师（物联网控制）,1-1.5万,3-4年,宁波,本科,"['硬件', '硬件开发', '电子工程师', 'pcb', '嵌入式', '餐饮补贴', '年终奖金', '专业培训', '五险', '定期体检', '高温补贴', '生日福利', '包吃包住']"
物联网产品经理,6-8千,1年及以上,苏州·苏州工业园区,大专,"['电子信息', '技术指导', '智能硬件', '生产问题分析', '产线效率', '电子故障', '生产文档', '电子原理图', '焊接维修', '技术参数', '五险一金', '补充医疗保险', '员工旅游', '交通补贴', '年终奖金', '绩效奖金']"
物联网 平台运维 云方案 SQL调优 LINUX,8千-1.5万,2年,深圳·龙岗区,大专,"['物联网云平台', '五险一金', '通讯补贴', '绩效奖金', '年终奖金', '员工旅游', '包住宿', '包吃']"
物联网产品经理,2-4万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联', '工业物联网', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']"
JAVA 物联网开发工程师,1-2万,2年,杭州·萧山区,本科,"['java', '物联网', '五险一金', '带薪年假', '绩效奖金', '节日福利', '加班补贴', '交通补贴', '大小休']"
物联网产品经理,1-1.8万,3年及以上,深圳·宝安区,本科,"['传感器', '市场调研', '产品开发', '产品规划', '物联网', '开发管理', '五险一金', '绩效奖金', '年终奖金']"
物联网开发工程师,9千-1.2万,2年及以上,广州·荔湾区,本科,"['物联网', '分布式架构', '双休', '五险', '包工作餐', '节日福利']"
物联网蓝牙软件工程师,1.2-2万,2年及以上,深圳·龙华区,大专,"['蓝牙ble', 'mesh', '智能家居', '物联网', '蓝牙', '嵌入式', '单片机', '周末双休', '带薪年假', '五险一金', '包住宿', '绩效奖金', '全勤奖', '节日福利', '交通补贴', '餐饮补贴', '住房补贴']"
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']"
电子元器件销售业务员,6千-1.2万,1年及以上,深圳·罗湖区,中技/中专,"['销售', '电子元器件', '市场分析', '员工培训', '发展新客户', '电池', '外勤', '开拓新市场', '五险一金', '补充医疗保险', '通讯补贴', '绩效奖金', '专业培训', '餐饮补贴', '定期体检']"
物联网产品经理,1-1.8万,3年及以上,深圳·宝安区,本科,"['传感器', '市场调研', '产品开发', '产品规划', '物联网', '开发管理', '五险一金', '绩效奖金', '年终奖金']"
Java开发工程师（物联网方向）,8千-1.2万,3-4年,成都·高新区,本科,"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '定期体检']"
电子硬件工程师（物联网控制）,1-1.5万,3-4年,宁波,本科,"['硬件', '硬件开发', '电子工程师', 'pcb', '嵌入式', '餐饮补贴', '年终奖金', '专业培训', '五险', '定期体检', '高温补贴', '生日福利', '包吃包住']"
初级嵌入式软件工程师（物联网/智能家居）,8千-1.2万,1年,深圳·龙华区,本科,"['wi_fi', 'lora', 'nb', '蓝牙', '4g', '物联网', '周末双休', '定期体检', '五险一金', '提供食宿']"
土木方案工程师（物联网）,1.1-1.5万·14薪,2年,上海·虹口区,硕士,"['自动化监测', '土木工程', '结构', '五险一金', '交通补贴', '通讯补贴', '绩效奖金', '专业培训', '年终奖金', '定期体检']"
物联网开发工程师,9千-1.2万,2年及以上,广州·荔湾区,本科,"['物联网', '分布式架构', '双休', '五险', '包工作餐', '节日福利']"
物联网架构师,2.5-3.5万,6年及以上,上海·闵行区,本科,"['计算机', 'java', 'mysql', 'redis', '团队管理', '软件工程', '数据库设计', '代码编写', 'mongodb', '架构设计', '五险一金', '弹性工作']"
产品总监（智能家居/智慧养老/物联网）,2.5-4万,5-7年,深圳·龙华区,本科,"['周末双休', '定期体检', '五险一金', '提供食宿']"
软件架构师（物联网方向）,1.6-2万,5-7年,成都·高新区,本科,"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '定期体检']"
JAVA 物联网开发工程师,1-2万,2年,杭州·萧山区,本科,"['java', '物联网', '五险一金', '带薪年假', '绩效奖金', '节日福利', '加班补贴', '交通补贴', '大小休']"
物联网产品经理岗位,1-1.5万,3年及以上,深圳·南山区,本科,"['数据分析', '测试', '项目管理', '开发', '市场调研', '产品开发', '产品设计', '产品规划', '产品', '用户界面', '五险一金', '专业培训', '周末双休', '带薪年假', '节日福利', '五险一金', '年终奖金', '定期体检', '出国机会', '员工旅游', '餐饮补贴', '股票期权', '周末双休', '专业培训']"
物联网产品技术支持工程师,7-8千,2年及以上,广州·增城区,本科,"['计算机', '编程', '通信', '网络', '安全', '编程语言', '产品演示', '网络协议', '技术解决方案', '销售技术支持', '包住', '社保五险']"
物联网平台产品总监,2.5-5万,5年及以上,广州·番禺区,本科,"['saas', '产品规划', '需求分析', '管理产品团队', '分析产品数据', '专业培训', '员工旅游', '定期体检', '年终奖金', '五险一金']"
物联网工程专任教师,6千-1.2万,3-4年,成都,硕士,"['物联网通信', '物联网工程', '五险一金', '年终奖金', '专业培训', '免费班车']"
IOT物联网平台开发系统工程师,1-1.8万·13薪,5年及以上,昆山,本科,"['计算机', 'java', 'mysql', '数据库', 'springboot', 'css', 'html', '需求分析', 'redis', 'js', '五险一金', '周末双休', '年终奖金', '免费班车', '员工旅游', '专业培训', '定期体检', '带薪年假', '节日福利', '工作餐']"
物联网工程师（Thingworx）,2-4万,5-7年,上海·徐汇区,本科,"['五险一金', '定期体检', '专业培训']"
嵌入式软硬件工程师（物联网）,1.5-3万,5-7年,广州·天河区,本科,"['五险一金', '绩效奖金', '专业培训', '包餐']"
工业物联网工程师,20-25万/年,3年及以上,南通·崇川区,本科,"['项目管理', '咨询', '大数据', '理工科', '云计算', '物联网', '业务培训', '人工智能', '产品宣传', '行业解决方案', '五险一金', '员工旅游', '餐饮补贴', '年终奖金', '定期体检', '周末双休']"
物联网应用技术专业教师,6-8千,1年,上海·宝山区,硕士,"['五险一金', '周末双休', '节日福利', '定期体检']"
物联网平台研发总监,2.5-5万,5年及以上,广州·番禺区,本科,"['计算机', '物联网', '专业培训', '员工旅游', '定期体检', '年终奖金', '五险一金']"
物联网教师,4-8千,无需经验,青岛,硕士,"['五险一金', '免费班车', '专业培训', '餐饮补贴', '绩效奖金', '带薪年假']"
物联网 平台运维 云方案 SQL调优 LINUX,8千-1.5万,2年,深圳·龙岗区,大专,"['物联网云平台', '五险一金', '通讯补贴', '绩效奖金', '年终奖金', '员工旅游', '包住宿', '包吃']"
销售经理（物联网方向）,1-1.5万,3-5年,无锡·新吴区,大专,"['销售', '人工智能', '智能家居', '蓝牙模组', 'nb模组', '云计算', '智能硬件', '物联网', '大数据', '智能制造', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '定期体检', '绩效奖金', '通讯补贴', '年终奖金', '专业培训', '补充公积金']"
物联网java开发工程师,1.7-2.2万,5年及以上,广州·番禺区,本科,"['搭建服务器', 'k8s容器技术', '五险一金', '专业培训']"
物联网通信工程师,1.5-2万,3年及以上,广州·黄埔区,本科,"['计算机', 'java', 'mysql', '数据库', '电子', 'springboot', 'redis', 'vue', '开发', 'c++', '五险一金']"
物联网专业教师,7千-1.3万,无需经验,青岛,硕士,"['教学', '培训', '计算机', '教研', 'linux', '通信', '软件工程', '课程设计', '教学方法', '课程辅导', '五险一金', '免费班车', '餐饮补贴', '定期体检']"
电力物联网项目经理/总监,1.2-2万·13薪,5-8年,佛山·顺德区,本科,"['五险一金', '绩效奖金', '年终奖金', '员工旅游', '专业培训', '交通补贴']"
研发总监（安防物联网方向）,3.5-6万,5年及以上,深圳·龙华区,本科,"['计算机', '产品开发', '安防', '物联网行业', '研发管理体系', '智能硬件', '技术研发', '发展规划', '产品战略规划', '提供食宿', '周末双休', '定期体检', '五险一金']"
物联网操作系统开发工程师,8千-1.5万·14薪,3年及以上,昆明,本科,"['计算机', 'c++', '编程', '网络', '编码', '安全', '汇编语言', 'stm32', 'wifi', 'mqtt', '五险一金', '周末双休', '年终奖金', '专业培训', '带薪年假', '包三餐']"
物联网专业教师,7千-1.3万,无需经验,青岛,硕士,"['教学', '培训', '计算机', '教研', 'linux', '通信', '软件工程', '课程设计', '教学方法', '课程辅导', '五险一金', '免费班车', '餐饮补贴', '定期体检']"
物联网工程,4-8千,3-4年,盐城·射阳县,本科,"['计算机', 'ppt', '大数据', '物联网', '数据支持', '数据可视化', '数据监控', '农业', '园艺', '物联网行业', '五险', '年终奖金', '成果奖', '单休']"
工业物联网研究所所长,3.5-4万,5-7年,广州·白云区,本科,"['教授', '高级工程师', '工业物联网', '绩效奖金', '餐饮补贴', '节日福利', '周末双休', '提供饭堂']"
物联网移动端开发工程师,8千-1.5万,3年及以上,昆明,本科,"['计算机', 'java', 'c++', '数据结构', 'app', '设计模式', 'android', 'xml', '多线程', 'http', '五险一金', '周末双休', '年终奖金', '专业培训', '带薪年假', '包三餐']"
电子元器件销售业务员,6千-1.2万,1年及以上,深圳·罗湖区,中技/中专,"['销售', '电子元器件', '市场分析', '员工培训', '发展新客户', '电池', '外勤', '开拓新市场', '五险一金', '补充医疗保险', '通讯补贴', '绩效奖金', '专业培训', '餐饮补贴', '定期体检']"
高级销售经理（物联网/安防/智慧养老）,1.5-2.5万,3-4年,深圳·龙华区,本科,"['周末双休', '定期体检', '五险一金', '提供食宿', '销售团队管理', '引导客户需求', '客户对接', '销售', '维护客户关系']"
销售经理（物联网方向）,6千-1.2万·18薪,1-3年,重庆·大渡口区,大专,"['交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '五险两金', '周末双休', '高温假']"
物联网开发工程师,8千-1.5万,2年及以上,东莞·凤岗镇,本科,"['五险一金', '年终奖金', '专业培训', '员工旅游', '生日福利', '年终奖金', '股票期权']"
物联网标准工程师,1.5-3万·15薪,3年及以上,成都,本科,"['3gpp', '5g', 'ccsa', '五险一金', '补充医疗保险', '定期体检']"
传感器/物联网研发主管,1.5-2.2万·14薪,5-7年,长沙·岳麓区,本科,"['物联网', '项目实施管理', '技术发展规划', '技术开发管理', '下位机软件', 'C语言', 'C++', 'Java', '嵌入式', '年终奖金', '五险', '节日福利', '带薪年假', '五险一金', '绩效奖金', '餐饮补贴', '定期体检', '股票期权', '分红']"
商务公关经理,7千-1.2万,无需经验,南京·建邺区,大专,"['公关', '营销', '商务', '洽谈', '谈判', '公共关系学', '公关交际', '商务活动接待', '巩固客户关系', '公共关系管理', '五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']"
物联网I0T后端开发工程师,1-1.5万,3-5年,东莞·凤岗镇,本科,"['五险一金', '员工旅游', '专业培训', '年终奖金', '股票期权', '生日福利', '提供住宿']"
物联网产品经理,1.5-2.5万,3-4年,深圳·南山区,本科,"['需求分析', '物联网', '技术方案', '物联网iot', '五险一金', '员工旅游', '专业培训', '绩效奖金', '股票期权', '周末双休']"
嵌入式软件工程师（物联网）,1.7-3.3万,3-4年,深圳,大专,"['嵌入式开发', '蓝牙', 'c++', 'mcu', '社保', '员工旅游', '餐饮补贴']"
物联网系统开发工程师,8千-1.5万,2年,苏州,大专,"['c#', 'sql数据库', '五险一金', '绩效奖金', '餐饮补贴', '免费食宿']"
物联网流量卡售后客服,4-5.5千,1年及以上,广州·天河区,中技/中专,"['五险一金', '交通补贴', '餐饮补贴', '专业培训', '定期体检', '售后', '打字', '故障反馈', '接听用户来电']"
物联网标准工程师,1.5-3万·15薪,3年及以上,成都,本科,"['3gpp', '5g', 'ccsa', '五险一金', '补充医疗保险', '定期体检']"
嵌入式软件工程师（物联网）,1.7-3.3万,3-4年,深圳·龙岗区,大专,"['餐饮补贴', '专业培训']"
物联网产品测试工程师,1-1.5万,3-4年,深圳·南山区,本科,"['五险一金', '员工旅游', '专业培训', '绩效奖金', '股票期权', '周末双休']"
售前方案架构师（物联网方向）,5-7千,1年,成都·武侯区,大专,"['计算机', '需求调研', '方案设计', '电子信息工程', '演讲', '电气工程', '文案写作', '应用电子技术', 'iot', '咨询规划', '五险一金', '绩效奖金', '年终奖金', '交通补贴', '做五休二']"
物联网架构师 IoT Architect,1.5-1.7万·14薪,3年及以上,常熟,本科,"['物联网', '年终奖金', '补充医疗保险', '交通补贴', '五险一金', '餐饮补贴', '节日福利', '通讯补贴', '带薪年假', '住房补贴', '年度体检']"
嵌入式软件工程师（物联网）,1.5-3万,5-7年,深圳,中技/中专,"['linux', '调试', 'c++', 'android', 'xml', 'json', 'mcu', 'http', '操作系统', 'debug', '五险一金', '员工旅游', '餐饮补贴', '专业培训']"
物联网I0T后端开发工程师,1-1.5万,3-5年,东莞·凤岗镇,本科,"['五险一金', '员工旅游', '专业培训', '年终奖金', '生日福利', '提供住宿', '股权激励']"
物联网运维实施工程师,6-8千·13薪,1年,南昌·青山湖区,大专,"['linux', 'mysql数据库', '网络', '物联网', '通讯补贴', '出差补贴', '年终奖', '五险', '餐费补贴']"
嵌入式软件工程师（智能家居/物联网/AIOT）,1.6-3万·14薪,3年及以上,中山·南头镇,本科,"['计算机', '电子', 'linux', '软件开发', '编程', 'c语言', 'wifi', '智能家居', '系统架构设计', 'ip协议', '通讯补贴', '年终奖金', '餐饮补贴', '绩效奖金', '周末双休', '年度员工体检']"
嵌入式软件工程师（物联网）,1.7-3.3万,3-4年,深圳,大专,"['嵌入式开发', '蓝牙', 'c++', 'mcu', '社保', '员工旅游', '餐饮补贴']"
湘西州物联网产品经理,15-25万/年,8年,湘西,大专,"['市政', '市场调研', '通信', '项目实施', '互联网', 'it', '竞品分析', '物联网', '产品管理', '产品方案', '五险一金', '绩效奖金', '年终奖金', '股票期权', '专业培训', '员工旅游', '定期体检', '成长环境']"
物联网研发总监,2-4万,5-7年,上海·金山区,本科,"['物联网', '硬件研发', '通讯协议', '系统集成', '云计算', '五险一金', '员工旅游', '餐饮补贴', '专业培训', '弹性工作', '年终奖金', '周末双休', '提供住宿', '一日三餐', '驻外补助']"
渠道销售专员（物联网）,8千-1.2万,1年,广州,大专,"['五险一金', '员工旅游', '年终奖金', '专业培训', '通讯补贴', '绩效奖金', '周末双休', '高额提成', '销售', '渠道', '物联网', '批发', '扫描器', '条码', '打印机']"
硬件工程师（物联网）,1.2-2.2万,3-4年,深圳·龙岗区,大专,"['交通补贴', '餐饮补贴', '专业培训', '定期体检']"
物联网解决方案岗-半导体Si/SiC材料(J42819),2.5-5万,8年及以上,成都,本科,"['SiC', '碳化硅', '解决方案', 'si', '半导体材料', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']"
物联网硬件工程师,1.2-2.4万,5-7年,深圳,大专,"['餐饮补贴', '专业培训']"
物联网解决方案岗-半导体Si/SiC材料(J42819),2.5-5万,8年及以上,成都,本科,"['SiC', '碳化硅', '解决方案', 'si', '半导体材料', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']"
物联网工程师,6千-1万·13薪,2年及以上,成都·高新区,本科,"['电子', '自动化', '通信', 'http', 'stm32', 'coap', '单片机外设', '单片机', '数据传输', '控制系统', '五险一金', '员工旅游', '定期体检', '餐饮补贴', '交通补贴', '绩效奖金', '年终奖金']"
售前方案,8千-1.5万·16薪,无需经验,哈尔滨,本科,"['解决方案', '物联网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
物联网JAVA开发工程师,1.2-2万,3年及以上,宁波,本科,"['http', 'tcp', 'netty', 'https', 'tcp/ip', 'mqtt', 'mina', '后台业务逻辑', '液位计', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']"
物联网解决方案岗-半导体晶圆/化合物半导体(J42723),2.5-5万,10年及以上,成都,本科,"['解决方案', '半导体晶圆', '化合物半导体', 'cim', 'mes', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']"
Java后端开发工程师（工业物联网）,1.3-1.6万·13薪,3-5年,佛山·顺德区,本科,"['mysql', 'spring', 'redis', '五险一金', '绩效奖金', '带薪年假', '节日福利']"
物联网渠道销售经理,4-8千,1-2年,成都·郫都区,大专,['五险一金']
嵌入式软件工程师,1-1.5万·13薪,3-6年,杭州·余杭区,本科,"['嵌入式', '嵌入式软件', 'arm', '五险一金', '定期体检', '餐饮补贴', '年终奖金', '生日福利', '商业保险', '带薪年假', '住宿补贴']"
物联网解决方案岗-先进封测(J43421),2.5-5万,10年及以上,成都,本科,"['tsv', '半导体', '解决方案', '3d', '2.5d', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,重庆,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
物联网JAVA开发工程师,1-2万,1年及以上,宁波,本科,"['http', 'tcp', 'netty', 'https', 'tcp/ip', 'mqtt', 'mina', '后台业务逻辑', '液位计', '五险一金', '定期体检', '周末双休', '年终奖金', '餐饮补贴']"
库管专员,5-7千,3年及以上,深圳·龙华区,大专,[]
物联网解决方案岗-半导体Si/SiC材料(J42819),2.5-5万,8年及以上,成都,本科,"['SiC', '碳化硅', '解决方案', 'si', '半导体材料', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']"
物联网产品经理,1.5-2.5万·13薪,5-7年,深圳·南山区,本科,"['物联网', '智能家居', '产品体系', '项目管理', '五险一金', '绩效奖金', '员工旅游', '年终奖金', '定期体检']"
产业研究部主管,1.2-1.8万,3年及以上,深圳·南山区,本科,"['数据分析', '物联网', '行业分析', '研究员', '市场调研', '调研员', '分析师', '五险一金', '员工旅游', '定期体检', '年终奖金', '绩效奖金', '周末双休']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,福州,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
物联网工程专业教师,7千-1.4万,1年,大连,硕士,"['五险一金', '年终奖金', '专业培训', '定期体检', '绩效奖金', '补充医疗保险', '带薪寒暑假']"
物联网后台工程师,1.5-2.5万,5年及以上,深圳·龙岗区,本科,"['数据库', 'java', 'linux', 'redis', 'spring', 'mybatis', 'c++', 'python', '弹性工作', '包吃', '包住宿', '绩效奖金', '全勤奖', '节日福利', '五险一金']"
物联网技术员,3-6千,2年,昆明·五华区,大专,"['电子', '自动化', '电气', 'plc编程', '系统优化', '电气部件选型', '调试运行', '电气布线', '技改', '电气系统图', '餐饮补贴', '定期体检', '五险', '加班补贴', '周末双休']"
研发总监（安防物联网方向）,3.5-6万,5年及以上,深圳·龙华区,本科,"['计算机', '产品开发', '安防', '物联网行业', '研发管理体系', '智能硬件', '技术研发', '发展规划', '产品战略规划', '提供食宿', '周末双休', '定期体检', '五险一金']"
物联网开发工程师,1.8-3万,3年及以上,嘉兴·海盐县,本科,"['.net', '五险一金', '补充医疗保险', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '免费班车']"
销售工程师（物联网模块）,8千-1.2万,无需经验,深圳·龙华区,本科,"['五险一金', '年终奖金', '绩效奖金', '带薪年假', '专业培训', '餐饮补贴', '节日福利', '周末双休', '加班补贴', '提供住宿', '销售', '办公软件', '电子', 'erp', '谈判', '通信', '客户开发', '市场分析', '客户关系维护', '市场开拓']"
电力物联网项目经理/总监,1.2-2万·13薪,5-8年,佛山·顺德区,本科,"['五险一金', '绩效奖金', '年终奖金', '员工旅游', '专业培训', '交通补贴']"
拔尖计划-物联网人工智能应用技术研究专家,1.5-3万·16薪,5-7年,武汉·江汉区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
物联网工程师,8千-1万,2年,杭州·余杭区,大专,"['操作系统', '物联网', '人工智能', '嵌入式', '通信协议', '硬件电路', '汇编', '员工旅游', '专业培训', '年终奖金', '定期体检', '周末双休', '全勤奖', '节日福利', '带薪年假']"
智能制造解决方案工程师,1-1.5万,5年及以上,成都·龙泉驿区,本科,"['智能制造', '五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']"
物联网应用工程师,12-20万/年,2年及以上,上海·闵行区,本科,"['css', 'html', 'javascript', 'erp', 'git', '编程', '客户沟通', 'mes', 'http', '英语口语']"
拔尖计划-物联网高级架构师（数字政府方向）,3-5万·16薪,5年及以上,广州,硕士,"['通信', '市场推广', '五险一金', '年终奖金']"
高级销售经理（物联网/安防/智慧养老）,1.5-2.5万,3-4年,深圳·龙华区,本科,"['周末双休', '定期体检', '五险一金', '提供食宿', '销售团队管理', '引导客户需求', '客户对接', '销售', '维护客户关系']"
电气工程师-高级,9千-1.4万,5-10年,武汉·东湖新技术产业开发区,本科,"['电气工程证书', '在线监测设备', '国家电网', '变电站二次', '五险一金', '专业培训', '年终奖金']"
物联网单片机软件工程师,1-1.8万·13薪,2年,深圳·南山区,本科,"['单片机', '硬件工程师', '嵌入式', '物联网', '通信', '五险一金', '补充医疗保险', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '定期体检']"
物联网开发工程师,8千-1.5万,2年,苏州·高新区,本科,"['物联网', 'IOT', '周末双休', '带薪年假', '五险一金', '节日福利', '年终奖金', '定期体检', '绩效奖金']"
商务主管（双休/上市公司/物联网）,1-1.8万,3-4年,深圳·龙华区,本科,"['风险控制', '客户资源管理', '政府项目对接', '销售管理', '本科', '文案撰写', '周末双休', '定期体检', '五险一金', '提供食宿']"
拔尖计划-物联网数字孪生开发技术研究专家,1.5-3万·16薪,5-7年,武汉·江汉区,硕士,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
物联网项目经理,1.2-2万·13薪,2年,深圳·南山区,本科,"['项目管理', 'plc', '物联网', '通信协议', '五险一金', '绩效奖金', '员工旅游', '年终奖金', '定期体检']"
项目经理（工业物联网）(J10805),1.5-2万·13薪,3-4年,北京,本科,"['周末双休', '五险一金', '补充医疗保险', '餐饮补贴', '通讯补贴', '年终奖金', '定期体检', '绩效奖金', '专业培训', '员工旅游']"
销售业务员（上市公司/物联网/传感器）,1-1.5万,1年,深圳·龙华区,高中,"['周末双休', '定期体检', '五险一金', '提供食宿', '销售', '市场拓展', '发展新客户', '智能家居产品', '安防', '模块', '消费电子']"
物联网工程教师,8-10万/年,无需经验,绵阳,硕士,"['计算机', '物联网', '五险一金', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '双休、寒暑假']"
工业物联网-嵌入式开发工程师,1.5-2.5万·13薪,3-4年,昆山,本科,"['linux', '嵌入式开发', 'pcblayout', '嵌入式软件', 'pcb板设计', '单片机', '软硬件测试', 'C语言', '专业培训', '定期体检']"
电气/电力工程师,6-8千·13薪,1-3年,武汉·东湖新技术产业开发区,大专,"['五险一金', '专业培训', '年终奖金']"
物联网项目经理,1.2-2万·13薪,2年,深圳·南山区,本科,"['项目管理', 'plc', '物联网', '通信协议', '五险一金', '绩效奖金', '员工旅游', '年终奖金', '定期体检']"
商务主管（双休/上市公司/物联网）,1-1.8万,3-4年,深圳·龙华区,本科,"['风险控制', '客户资源管理', '政府项目对接', '销售管理', '本科', '文案撰写', '周末双休', '定期体检', '五险一金', '提供食宿']"
